frame,NOSE_x,NOSE_y,NOSE_z,NOSE_visibility,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_visibility,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_visibility,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_visibility,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_visibility,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_visibility,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_visibility,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_visibility,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_visibility
1,0.1445658951997757,0.2609429359436035,0.0,0.7191625833511353,0.13565459847450256,0.28387805819511414,0.0,0.9427779316902161,0.1308879405260086,0.28483662009239197,0.0,0.9674547910690308,0.13803061842918396,0.35116636753082275,0.0,0.9518522024154663,0.1354784071445465,0.3532197177410126,0.0,0.9643860459327698,0.14286060631275177,0.4044649004936218,0.0,0.9014067053794861,0.14186668395996094,0.40523767471313477,0.0,0.9300763607025146,0.14228121936321259,0.45218902826309204,0.0,0.810505211353302,0.14120110869407654,0.4550376236438751,0.0,0.8509781956672668
2,0.14377912878990173,0.2578083276748657,0.0,0.8111665844917297,0.13653108477592468,0.2834586203098297,0.0,0.9444023966789246,0.13007612526416779,0.2853347659111023,0.0,0.9809324741363525,0.1378675401210785,0.35048577189445496,0.0,0.956109881401062,0.1344025582075119,0.35292375087738037,0.0,0.975644588470459,0.1447276473045349,0.4058595299720764,0.0,0.9101209044456482,0.1433447301387787,0.4081641733646393,0.0,0.9486076831817627,0.14265862107276917,0.4578896462917328,0.0,0.8748272061347961,0.14214134216308594,0.4624169170856476,0.0,0.9163280725479126
3,0.14336881041526794,0.2568705976009369,0.0,0.81086665391922,0.13860778510570526,0.28420791029930115,0.0,0.9387069344520569,0.12975601851940155,0.2862115502357483,0.0,0.9784151911735535,0.13967299461364746,0.35153767466545105,0.0,0.9473713040351868,0.13474293053150177,0.354020357131958,0.0,0.9703933596611023,0.14586281776428223,0.40491726994514465,0.0,0.891435444355011,0.14339829981327057,0.40731000900268555,0.0,0.9367165565490723,0.14291128516197205,0.4559441804885864,0.0,0.8508093357086182,0.14187206327915192,0.46036598086357117,0.0,0.8987796306610107
4,0.1431329995393753,0.25699320435523987,0.0,0.788969099521637,0.1396159529685974,0.2834259867668152,0.0,0.9368252754211426,0.12925811111927032,0.28529292345046997,0.0,0.9785237312316895,0.1407923698425293,0.35069406032562256,0.0,0.9546067714691162,0.13496068120002747,0.3530827760696411,0.0,0.9750783443450928,0.14574603736400604,0.4047893285751343,0.0,0.9071434140205383,0.14223192632198334,0.4071445167064667,0.0,0.9469798803329468,0.14295987784862518,0.45558789372444153,0.0,0.8698031902313232,0.14116235077381134,0.45997872948646545,0.0,0.913092851638794
5,0.14425484836101532,0.25812020897865295,0.0,0.7126480937004089,0.13522768020629883,0.283835232257843,0.0,0.931995689868927,0.1324840486049652,0.2866230010986328,0.0,0.9770177602767944,0.13820457458496094,0.35250625014305115,0.0,0.958207368850708,0.13714103400707245,0.3552341163158417,0.0,0.9771550297737122,0.14388322830200195,0.40742477774620056,0.0,0.919036865234375,0.1440369188785553,0.4097506105899811,0.0,0.9544325470924377,0.1423761397600174,0.4588729739189148,0.0,0.8896892666816711,0.1427263468503952,0.4634385108947754,0.0,0.9273305535316467
6,0.14465299248695374,0.2574121356010437,0.0,0.7434268593788147,0.13570041954517365,0.2840418517589569,0.0,0.935073733329773,0.1325569450855255,0.28687694668769836,0.0,0.9789021611213684,0.13876834511756897,0.3528602719306946,0.0,0.9579557776451111,0.13746285438537598,0.35561713576316833,0.0,0.9774606227874756,0.14400474727153778,0.40790295600891113,0.0,0.919335663318634,0.1441454440355301,0.41027408838272095,0.0,0.9552992582321167,0.14230650663375854,0.45964154601097107,0.0,0.89182049036026,0.14276932179927826,0.4643416702747345,0.0,0.9295910000801086
7,0.1449730545282364,0.2571144700050354,0.0,0.7557197213172913,0.1386065036058426,0.2829473912715912,0.0,0.9313799738883972,0.13107290863990784,0.28540778160095215,0.0,0.9786285161972046,0.14073124527931213,0.3517000079154968,0.0,0.9594197869300842,0.13671903312206268,0.35442766547203064,0.0,0.9787928462028503,0.1458478420972824,0.4076519310474396,0.0,0.9225826859474182,0.1436915397644043,0.4102169871330261,0.0,0.9582070112228394,0.14327217638492584,0.46038439869880676,0.0,0.8952250480651855,0.14226622879505157,0.4653124511241913,0.0,0.9331573843955994
8,0.14574244618415833,0.2583187520503998,0.0,0.7712768912315369,0.13874535262584686,0.2830641269683838,0.0,0.9332625269889832,0.13148939609527588,0.28586339950561523,0.0,0.9795469641685486,0.14091899991035461,0.35147544741630554,0.0,0.959704577922821,0.1370871365070343,0.3544103801250458,0.0,0.979066014289856,0.1462581306695938,0.4074420928955078,0.0,0.9240069389343262,0.14439988136291504,0.4102354347705841,0.0,0.9592270255088806,0.1435045301914215,0.4602506756782532,0.0,0.8982422351837158,0.14278821647167206,0.46554550528526306,0.0,0.9354138374328613
9,0.14637085795402527,0.2584471106529236,0.0,0.7613340616226196,0.13671688735485077,0.282903790473938,0.0,0.937929630279541,0.13315577805042267,0.28557705879211426,0.0,0.9862241744995117,0.13954658806324005,0.3494214415550232,0.0,0.9634552001953125,0.1380966305732727,0.3517860770225525,0.0,0.9842080473899841,0.14351338148117065,0.40319743752479553,0.0,0.9331678748130798,0.14319287240505219,0.4048640727996826,0.0,0.9709824919700623,0.14030024409294128,0.45399245619773865,0.0,0.9034871459007263,0.14042706787586212,0.45796576142311096,0.0,0.9474050998687744
10,0.1458331048488617,0.2584884762763977,0.0,0.7870205640792847,0.13982675969600677,0.2840483486652374,0.0,0.9338890314102173,0.13115128874778748,0.28648632764816284,0.0,0.9808140993118286,0.14194488525390625,0.3523673117160797,0.0,0.9592828154563904,0.13725337386131287,0.35516852140426636,0.0,0.9794694185256958,0.1467684805393219,0.40805748105049133,0.0,0.9226509928703308,0.14422324299812317,0.41072702407836914,0.0,0.9595813155174255,0.14388686418533325,0.46069565415382385,0.0,0.8969191908836365,0.14277459681034088,0.4657611548900604,0.0,0.935827374458313
